type_id,name_en,name_zh,category,subcategory,product_role,operating_principle,primary_media,primary_applications,pharma_relevance,pharma_applications,lifecycle_status,china_visibility,global_product_url,china_product_url,english_datasheet_url,chinese_datasheet_url,accessed_date,evidence_grade,notes
5404,Servo-assisted 2/2-way piston valve,伺服控制式两位两通活塞阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,"The 5404 valve is a servo-assisted piston valve available in NC and NO variant. A minimum differential pressure is required for the valve switching function. The solenoid coils are moulded with high-quality epoxy resin. To reduce power consumption in operation, coils with ""Kick and Drop"" (KD) electronics assembly (double coil technology) are available. In combination with a plug to DIN EN 175301-803 Form A, the valves satisfy degree of protection IP65. The cable plug is not included and must be ordered separately.",气体；蒸汽,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5404,https://www.burkert.com.cn/cn/type/5404,https://www.burkert.com/en/Media/plm/DTS/DS/ds5404-standard-eu-en.pdf?id=DTS0000000000000001000011017ENAE,https://www.burkert.com/en/Media/plm/DTS/DS/ds5404-standard-cn-zh.pdf?id=DTS0000000000000001000659455ZHB,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids | Solenoid Valves > Hazardous Location Solenoids | Solenoid Valves > Steam Solenoid Valves | Solenoid Valves > High Pressure."
5406,Piston valve 2/2-way servo-assisted,伺服控制的二位二通活塞阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,Servo-assisted piston valve Type 5406 ➤ 2/2-way IP65 Certified according to DIN EN ISO 23553-1 Buy online now!,,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5406,https://www.burkert.com.cn/cn/type/5406,https://www.burkert.com/en/Media/plm/DTS/DS/ds5406-ssv-eu-en.pdf?id=DTS0000000000000001000158188ENI,https://www.burkert.com/en/Media/plm/DTS/DS/ds5406-ssv-cn-zh.pdf?id=DTS0000000000000001000391549ZHH,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids."
5407,Direct-acting 2/2-way lifting armature valve,直动式二位二通升降式衔铁阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,,,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5407,https://www.burkert.com.cn/cn/type/5407,https://www.burkert.com/en/Media/plm/DTS/DS/ds5407-ssv-eu-en.pdf?id=DTS0000000000000001000158193ENH,https://www.burkert.com/en/Media/plm/DTS/DS/ds5407-ssv-cn-zh.pdf?id=DTS0000000000000001000391550ZHF,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids."
5420,4/2 way Solenoid Valve for pneumatics,适合气动系统的二位四通电磁阀,气动与过程接口,Pneumatic Valves > 4/2 way valves,4/2 way valves,The Type 5420 is a pilot-controlled 4-way seat valve with servo-diaphragms. A minimum differential pressure of 2.5 bar is needed for switch-over. The valve can be mounted on two channel manifolds with a common pressure supply.,空气,Pneumatic Valves > 4/2 way valves,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/5420,https://www.burkert.com.cn/cn/type/5420,https://www.burkert.com/en/Media/plm/DTS/DS/ds5420-standard-ex-eu-en.pdf?id=DTS0000000000000001000011020ENN,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Pneumatic Valves > 4/2 way valves."
5470,3/2- or 4/2-way solenoid valve for pneumatics,二位三通和二位四通气动电磁阀,气动与过程接口,Pneumatic Valves > 4/2 way valves,4/2 way valves,"Valves of type 5470 consist of a type 6106 pilot rocker solenoid valve and a pneumatic valve. An armature with a tilting bearing, similar to a rocker, tilts within the body of the pilot valve, and switches the valve. The minimal tilting movement of the rocker is non-wearing, and basic lubrication is unnecessary. The type 5470 R is available as a 3/2 and 4/2-way valve. The valves can be mounted together individually using the module flange. In various applications, they can be used advantageously as valve blocks. Different variants are available for service ports 2 and 4.",,Pneumatic Valves > 4/2 way valves,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5470,https://www.burkert.com.cn/cn/type/5470,https://www.burkert.com/en/Media/plm/DTS/DS/ds5470-standard-eu-en.pdf?id=DTS0000000000000001000390870ENI,https://www.burkert.com/en/Media/plm/DTS/DS/ds5470-standard-cn-zh.pdf?id=DTS0000000000000001000670337ZHB,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Pneumatic Valves > 4/2 way valves | Pneumatics and Process Interfaces > Pneumatic Valves > 3/2 way valves | Process and Control Valves > Shut-off Valves (On/Off) > Pneumatic Control | Process and Control Valves > Process Valve Automation > External (Banjo) Pilots."
5500,"Dosing valve, pneumatically activated",气动计量阀,附加产品,Various Components,Various Components,Continuous valve for centrally controlled dosing of pasty food,,定量/加注；食品饮料,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/5500,https://www.burkert.com.cn/cn/type/5500,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
5550,Pressure-relief valve with media separation,带介质隔离功能的泄压阀,微流体产品与泵,2/2 and 3/2 way Micro Solenoids > Media Separated,Media Separated,"Type 5550 is a media-separated pressure-relief valve suitable for various tasks, including overpressure control or back pressure damping, for use in laboratory and medical applications. The set-point value can be adjusted for when a high level of flexibility is required. These types of application often require the use of aggressive or sensitive media. Among other things, the Type 5550 valve is offered in a wide range of different materials which means it can be optimally adapted to the application in question. One major advantage of the valve is that overpressure is returned to the system rather than being released into the environment. Type 5550 is easy to integrate, as the flange interface allows for compact installation in plant or in a distribution system.",液体/气体；腐蚀性介质,实验室设备；医疗设备,MEDIUM,实验室/分析及精密定量,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/5550,https://www.burkert.com.cn/cn/type/5550,https://www.burkert.com/en/Media/plm/DTS/DS/ds5550-standard-eu-en.pdf?id=DTS0000000000000001000681585ENH,https://www.burkert.com/en/Media/plm/DTS/DS/ds5550-standard-cn-zh.pdf?id=DTS0000000000000001000721767ZHB,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Microfluidics Products and Pumps > 2/2 and 3/2 way Micro Solenoids > Media Separated | Microfluidics Products and Pumps > Time-Pressure Dosing."
5686,"2/2 way-solenoid valve, servo-piston",二位二通电磁阀，伺服活塞,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,,,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/5686,https://www.burkert.com.cn/cn/type/5686,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids."
6011,Plunger valve 2/2 way direct-acting,直动式两位两通柱塞电磁阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,"Valve 6011 is a direct-acting plunger valve. The stopper and core guide tube are welded together to enhance pressure resistance and leak-tightness. Various seal material combinations are available depending on the application. A Bürkert-specific flange design (SFB) enables space-saving arrangement of valves on a manifold. Push-in fittings can be selected for flexible hose connection. In combination with a cable plug in accordance with industry standard Form B or DIN EN 175301-803 Form C, the valves satisfy protection class IP65.",,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/6011,https://www.burkert.com.cn/cn/type/6011,https://www.burkert.com/en/Media/plm/DTS/DS/ds6011-standard-eu-en.pdf?id=DTS0000000000000001000011026ENU,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids."
6012,Plunger valve 3/2 way direct-acting,直动式两位三通柱塞电磁阀,过程与控制阀,Process Valve Automation > External (Banjo) Pilots,External (Banjo) Pilots,"Valve 6012 is a direct-acting plunger valve. The stopper and core guide tube are welded together to enhance pressure resistance and leak-tightness. Various seal material combinations are available depending on the application. A Bürkert-specific flange design (SFB) enables space-saving arrangement of valves on a manifold. Push-in fittings can be selected for flexible hose connection. A banjo connection with banjo bolt is the ideal solution for easy direct mounting on a pneumatic drive. Optional manual actuation enables quick commissioning and optimal maintenance. In combination with a cable plug in accordance with industry standard Form B or DIN EN 17301-803 Form C, the valves satisfy protection class IP65.",,Process Valve Automation > External (Banjo) Pilots,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/6012,https://www.burkert.com.cn/cn/type/6012,https://www.burkert.com/en/Media/plm/DTS/DS/ds6012-standard-eu-en.pdf?id=DTS0000000000000001000011028ENW,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Process Valve Automation > External (Banjo) Pilots | Solenoid Valves > General Purpose 3/2 Solenoids | Process and Control Valves > Shut-off Valves (On/Off) > Pneumatic Control."
