series_id,spec_key,value_text,source_url,accessed_date,notes
639,Body configurations,2/2-way body i-body Multi-port body Tank valve body T-body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Body lining,Hard rubber PFA PP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Body materials,"1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (316L), forged material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material CW614N, brass CW617N, brass EN-GJS-400-18-LT, SG iron material EN-GJS-400-18-LT, SG iron material with hard rubber lining EN-GJS-400-18-LT, SG iron material, PFA lined EN-GJS-400-18-LT, SG iron material, PP lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Conformities,Belgaqua BSE/TSE EAC EHEDG FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Connection types,Clamp Flange Spigot Threaded connection,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Diaphragm materials,CR EPDM FKM NBR PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Nominal sizes,DN 4 to 40,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Protection class,IP 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
639,Supply voltage,24 V DC,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/639,2026-06-09,Exact text from the official product-page technical details table.
643,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Body configurations,Tank valve body,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Body materials,"(316L), forging material 1.4435 (BN2), forged material",https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Conformities,BSE/TSE CRN EAC FDA Pressure Equipment Directive Regulation (EC) No. 1935/2004 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Connection standards,ANSI ASME DIN EN ISO SMS,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Connection types,Spigot,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Diaphragm materials,EPDM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Nominal sizes,DN 15 to 40,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
643,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,Exact text from the official product-page technical details table.
649,Actuating speed,max. 6 mm/s,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Ambient temperature,-10 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Body configurations,i-body Multi-port body Straight through body T body Tank valve body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Body lining,Hard rubber PFA PP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Body materials,"(316L), forging material 1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material CW614N, brass CW617N, brass EN-GJS-400-18-LT (GGG 40.3) EN-GJS-400-18-LT, SG iron material with hard rubber lining EN-GJS-400-18-LT, SG iron material, PFA lined EN-GJS-400-18-LT, SG iron material, PP lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Conformities,Belgaqua BSE/TSE EAC EHEDG FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Diaphragm materials,CR EPDM FKM NBR PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Nominal sizes,DN 4 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Protection class,IP 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
649,Supply voltage,24 V DC,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/649,2026-06-09,Exact text from the official product-page technical details table.
650,Ambient temperature,-20 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/650,2026-06-09,Exact text from the official product-page technical details table.
650,Body configurations,i-body Multi-port body Straight through body T body Tank valve body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/650,2026-06-09,Exact text from the official product-page technical details table.
650,Body materials,"(316L), forging material 1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (316L), block material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material 3.7035, titanium, block material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/650,2026-06-09,Exact text from the official product-page technical details table.
